Number of all enter event candidates: 8891
candidates per time window:
tw 0: 1, average value: 5.0
tw 307: 3, average value: 3.0
tw 308: 4, average value: 2.25
tw 309: 2, average value: 2.0
tw 310: 2, average value: 4.0
tw 311: 3, average value: 3.3333333333333335
tw 312: 3, average value: 4.333333333333333
tw 313: 3, average value: 3.3333333333333335
tw 314: 3, average value: 3.6666666666666665
tw 315: 3, average value: 4.0
tw 316: 3, average value: 2.3333333333333335
tw 317: 4, average value: 3.25
tw 318: 4, average value: 4.5
tw 319: 2, average value: 6.5
tw 320: 3, average value: 5.0
tw 321: 4, average value: 5.0
tw 322: 1, average value: 7.0
tw 323: 2, average value: 6.0
tw 324: 4, average value: 5.5
tw 325: 3, average value: 6.333333333333333
tw 326: 3, average value: 2.6666666666666665
tw 327: 3, average value: 2.3333333333333335
tw 328: 4, average value: 2.25
tw 329: 1, average value: 3.0
tw 330: 1, average value: 2.0
tw 331: 3, average value: 3.3333333333333335
tw 332: 2, average value: 3.5
tw 333: 5, average value: 4.4
tw 334: 3, average value: 3.0
tw 335: 3, average value: 4.0
tw 336: 4, average value: 3.5
tw 337: 0, average value: 0
tw 338: 3, average value: 4.333333333333333
tw 339: 3, average value: 3.3333333333333335
tw 340: 2, average value: 7.5
tw 341: 5, average value: 5.2
tw 342: 3, average value: 6.666666666666667
tw 343: 5, average value: 2.6
tw 344: 1, average value: 4.0
tw 345: 3, average value: 6.0
tw 346: 4, average value: 5.25
tw 347: 2, average value: 6.5
tw 348: 2, average value: 3.0
tw 349: 2, average value: 3.0
tw 350: 3, average value: 3.0
tw 351: 1, average value: 6.0
tw 352: 3, average value: 6.0
tw 353: 4, average value: 3.0
tw 354: 4, average value: 2.5
tw 355: 1, average value: 2.0
tw 356: 3, average value: 4.0
tw 357: 3, average value: 4.0
tw 358: 1, average value: 3.0
tw 359: 4, average value: 4.0
tw 360: 4, average value: 3.75
tw 361: 2, average value: 3.0
tw 362: 2, average value: 3.0
tw 363: 5, average value: 3.8
tw 364: 2, average value: 4.0
tw 365: 1, average value: 4.0
tw 366: 4, average value: 4.75
tw 367: 4, average value: 3.75
tw 368: 4, average value: 2.75
tw 369: 2, average value: 2.5
tw 370: 4, average value: 2.0
tw 371: 2, average value: 2.5
tw 372: 0, average value: 0
tw 373: 4, average value: 3.5
tw 374: 3, average value: 6.666666666666667
tw 375: 4, average value: 6.5
tw 376: 3, average value: 7.666666666666667
tw 377: 5, average value: 3.8
tw 378: 3, average value: 3.0
tw 379: 0, average value: 0
tw 380: 2, average value: 3.0
tw 381: 4, average value: 3.5
tw 382: 4, average value: 2.5
tw 383: 2, average value: 3.5
tw 384: 2, average value: 2.0
tw 385: 1, average value: 3.0
tw 386: 1, average value: 2.0
tw 387: 2, average value: 3.0
tw 388: 2, average value: 2.0
tw 389: 3, average value: 3.0
tw 390: 2, average value: 2.5
tw 391: 3, average value: 2.3333333333333335
tw 392: 5, average value: 2.0
tw 393: 1, average value: 2.0
tw 394: 1, average value: 3.0
tw 395: 1, average value: 3.0
tw 396: 1, average value: 3.0
tw 397: 2, average value: 2.0
tw 398: 2, average value: 3.0
tw 399: 3, average value: 2.0
tw 400: 1, average value: 3.0
tw 401: 3, average value: 3.6666666666666665
tw 402: 2, average value: 8.0
tw 403: 3, average value: 5.333333333333333
tw 404: 4, average value: 3.25
tw 405: 6, average value: 3.0
tw 406: 2, average value: 3.0
tw 407: 1, average value: 2.0
tw 408: 4, average value: 2.25
tw 409: 2, average value: 3.5
tw 410: 2, average value: 4.5
tw 411: 2, average value: 4.0
tw 412: 4, average value: 3.0
tw 413: 2, average value: 2.5
tw 414: 2, average value: 2.0
tw 415: 4, average value: 6.25
tw 416: 3, average value: 4.333333333333333
tw 417: 4, average value: 5.25
tw 418: 3, average value: 6.333333333333333
tw 419: 3, average value: 5.0
tw 420: 1, average value: 3.0
tw 421: 2, average value: 2.5
tw 422: 6, average value: 3.1666666666666665
tw 423: 4, average value: 3.25
tw 424: 2, average value: 2.5
tw 425: 3, average value: 3.6666666666666665
tw 426: 2, average value: 4.5
tw 427: 1, average value: 5.0
tw 428: 1, average value: 3.0
tw 429: 4, average value: 3.75
tw 430: 4, average value: 2.75
tw 431: 2, average value: 4.0
tw 432: 2, average value: 5.0
tw 433: 2, average value: 7.0
tw 434: 2, average value: 7.0
tw 435: 1, average value: 9.0
tw 436: 3, average value: 4.0
tw 437: 3, average value: 4.333333333333333
tw 438: 4, average value: 2.25
tw 439: 1, average value: 3.0
tw 440: 0, average value: 0
tw 441: 1, average value: 2.0
tw 442: 0, average value: 0
tw 443: 2, average value: 2.5
tw 444: 3, average value: 3.0
tw 445: 1, average value: 4.0
tw 446: 2, average value: 3.5
tw 447: 3, average value: 3.0
tw 448: 2, average value: 2.0
tw 449: 2, average value: 2.0
tw 450: 4, average value: 3.75
tw 451: 4, average value: 4.75
tw 452: 4, average value: 4.0
tw 453: 4, average value: 3.0
tw 454: 4, average value: 4.5
tw 455: 2, average value: 5.5
tw 456: 1, average value: 2.0
tw 457: 3, average value: 4.666666666666667
tw 458: 2, average value: 4.5
tw 459: 4, average value: 3.5
tw 460: 4, average value: 3.25
tw 461: 3, average value: 4.666666666666667
tw 462: 1, average value: 2.0
tw 463: 1, average value: 2.0
tw 464: 3, average value: 2.0
tw 465: 1, average value: 3.0
tw 466: 2, average value: 2.5
tw 467: 1, average value: 3.0
tw 468: 3, average value: 3.6666666666666665
tw 469: 3, average value: 2.6666666666666665
tw 470: 1, average value: 3.0
tw 471: 4, average value: 2.75
tw 472: 4, average value: 4.0
tw 473: 5, average value: 3.2
tw 474: 5, average value: 2.8
tw 475: 2, average value: 3.5
tw 476: 2, average value: 4.0
tw 477: 0, average value: 0
tw 478: 4, average value: 2.5
tw 479: 2, average value: 4.0
tw 480: 3, average value: 3.3333333333333335
tw 481: 4, average value: 2.75
tw 482: 1, average value: 5.0
tw 483: 2, average value: 2.0
tw 484: 1, average value: 2.0
tw 485: 2, average value: 4.5
tw 486: 3, average value: 5.0
tw 487: 1, average value: 14.0
tw 488: 3, average value: 4.666666666666667
tw 489: 4, average value: 4.75
tw 490: 2, average value: 4.5
tw 491: 1, average value: 4.0
tw 492: 4, average value: 3.75
tw 493: 3, average value: 2.3333333333333335
tw 494: 3, average value: 3.0
tw 495: 2, average value: 2.5
tw 496: 3, average value: 2.3333333333333335
tw 497: 3, average value: 3.3333333333333335
tw 498: 2, average value: 2.0
tw 499: 3, average value: 2.3333333333333335
tw 500: 3, average value: 2.3333333333333335
tw 501: 3, average value: 2.3333333333333335
tw 502: 4, average value: 3.0
tw 503: 4, average value: 3.0
tw 504: 1, average value: 7.0
tw 505: 1, average value: 3.0
tw 506: 3, average value: 3.3333333333333335
tw 507: 4, average value: 4.0
tw 508: 5, average value: 3.2
tw 509: 4, average value: 4.5
tw 510: 3, average value: 3.3333333333333335
tw 511: 3, average value: 3.0
tw 512: 1, average value: 2.0
tw 513: 3, average value: 7.0
tw 514: 2, average value: 8.0
tw 515: 4, average value: 2.75
tw 516: 3, average value: 2.0
tw 517: 5, average value: 2.6
tw 518: 3, average value: 4.0
tw 519: 1, average value: 2.0
tw 520: 3, average value: 7.0
tw 521: 3, average value: 3.6666666666666665
tw 522: 4, average value: 4.0
tw 523: 5, average value: 3.6
tw 524: 4, average value: 4.25
tw 525: 3, average value: 2.6666666666666665
tw 526: 1, average value: 3.0
tw 527: 5, average value: 7.0
tw 528: 5, average value: 5.6
tw 529: 3, average value: 3.3333333333333335
tw 530: 4, average value: 5.75
tw 531: 5, average value: 5.2
tw 532: 3, average value: 4.666666666666667
tw 533: 1, average value: 2.0
tw 534: 3, average value: 6.0
tw 535: 2, average value: 7.5
tw 536: 5, average value: 4.6
tw 537: 3, average value: 6.333333333333333
tw 538: 4, average value: 5.0
tw 539: 1, average value: 9.0
tw 540: 2, average value: 4.0
tw 541: 2, average value: 5.5
tw 542: 3, average value: 7.666666666666667
tw 543: 3, average value: 5.0
tw 544: 4, average value: 3.75
tw 545: 4, average value: 3.0
tw 546: 1, average value: 2.0
tw 547: 2, average value: 3.0
tw 548: 2, average value: 4.0
tw 549: 4, average value: 2.5
tw 550: 2, average value: 4.5
tw 551: 2, average value: 4.0
tw 552: 5, average value: 2.4
tw 553: 1, average value: 5.0
tw 554: 2, average value: 3.0
tw 555: 3, average value: 3.6666666666666665
tw 556: 4, average value: 2.5
tw 557: 2, average value: 2.0
tw 558: 1, average value: 7.0
tw 559: 4, average value: 4.0
tw 560: 2, average value: 5.0
tw 561: 0, average value: 0
tw 562: 4, average value: 5.0
tw 563: 2, average value: 3.0
tw 564: 0, average value: 0
tw 565: 3, average value: 3.0
tw 566: 2, average value: 2.0
tw 567: 3, average value: 2.6666666666666665
tw 568: 3, average value: 2.0
tw 569: 3, average value: 2.6666666666666665
tw 570: 3, average value: 3.0
tw 571: 1, average value: 3.0
tw 572: 2, average value: 2.5
tw 573: 5, average value: 4.0
tw 574: 2, average value: 2.5
tw 575: 0, average value: 0
tw 576: 4, average value: 4.0
tw 577: 2, average value: 2.5
tw 578: 3, average value: 3.6666666666666665
tw 579: 3, average value: 3.0
tw 580: 2, average value: 2.5
tw 581: 1, average value: 4.0
tw 582: 1, average value: 2.0
tw 583: 2, average value: 4.5
tw 584: 3, average value: 4.666666666666667
tw 585: 4, average value: 3.5
tw 586: 5, average value: 3.8
tw 587: 3, average value: 4.0
tw 588: 2, average value: 2.0
tw 589: 2, average value: 2.0
tw 590: 2, average value: 5.0
tw 591: 5, average value: 3.8
tw 592: 3, average value: 3.0
tw 593: 4, average value: 3.25
tw 594: 4, average value: 2.5
tw 595: 2, average value: 2.5
tw 596: 0, average value: 0
tw 597: 4, average value: 5.25
tw 598: 4, average value: 5.0
tw 599: 4, average value: 5.75
tw 600: 5, average value: 2.8
tw 601: 4, average value: 3.75
tw 602: 1, average value: 9.0
tw 603: 1, average value: 2.0
tw 604: 6, average value: 3.3333333333333335
tw 605: 5, average value: 3.6
tw 606: 3, average value: 2.3333333333333335
tw 607: 3, average value: 2.6666666666666665
tw 608: 4, average value: 3.25
tw 609: 1, average value: 2.0
tw 610: 1, average value: 3.0
tw 611: 4, average value: 6.25
tw 612: 5, average value: 3.8
tw 613: 4, average value: 3.75
tw 614: 3, average value: 3.3333333333333335
tw 615: 6, average value: 4.333333333333333
tw 616: 3, average value: 3.6666666666666665
tw 617: 3, average value: 2.6666666666666665
tw 618: 5, average value: 5.0
tw 619: 2, average value: 11.5
tw 620: 5, average value: 5.0
tw 621: 4, average value: 3.0
tw 622: 3, average value: 4.0
tw 623: 2, average value: 3.5
tw 624: 1, average value: 2.0
tw 625: 2, average value: 7.5
tw 626: 3, average value: 2.6666666666666665
tw 627: 3, average value: 3.0
tw 628: 4, average value: 3.0
tw 629: 3, average value: 4.0
tw 630: 1, average value: 2.0
tw 631: 2, average value: 2.0
tw 632: 3, average value: 5.333333333333333
tw 633: 2, average value: 8.0
tw 634: 3, average value: 4.666666666666667
tw 635: 5, average value: 5.6
tw 636: 5, average value: 3.4
tw 637: 3, average value: 2.3333333333333335
tw 638: 2, average value: 3.0
tw 639: 3, average value: 5.0
tw 640: 3, average value: 6.333333333333333
tw 641: 4, average value: 5.0
tw 642: 5, average value: 3.2
tw 643: 4, average value: 5.25
tw 644: 3, average value: 6.0
tw 645: 2, average value: 7.0
tw 646: 6, average value: 3.6666666666666665
tw 647: 2, average value: 3.5
tw 648: 2, average value: 4.5
tw 649: 3, average value: 2.6666666666666665
tw 650: 1, average value: 2.0
tw 651: 2, average value: 2.5
tw 652: 2, average value: 2.0
tw 653: 3, average value: 3.3333333333333335
tw 654: 3, average value: 3.3333333333333335
tw 655: 1, average value: 2.0
tw 656: 3, average value: 5.0
tw 657: 2, average value: 2.5
tw 658: 2, average value: 4.5
tw 659: 1, average value: 4.0
tw 660: 3, average value: 6.666666666666667
tw 661: 4, average value: 4.5
tw 662: 2, average value: 4.0
tw 663: 4, average value: 3.25
tw 664: 3, average value: 3.0
tw 665: 3, average value: 2.3333333333333335
tw 666: 1, average value: 3.0
tw 667: 2, average value: 3.0
tw 668: 2, average value: 4.0
tw 669: 0, average value: 0
tw 670: 1, average value: 2.0
tw 671: 1, average value: 3.0
tw 672: 1, average value: 3.0
tw 673: 1, average value: 3.0
tw 674: 4, average value: 4.75
tw 675: 4, average value: 4.5
tw 676: 2, average value: 2.0
tw 677: 3, average value: 4.0
tw 678: 2, average value: 2.5
tw 679: 1, average value: 3.0
tw 680: 3, average value: 2.6666666666666665
tw 681: 3, average value: 4.333333333333333
tw 682: 4, average value: 4.75
tw 683: 2, average value: 4.5
tw 684: 3, average value: 4.0
tw 685: 3, average value: 4.0
tw 686: 1, average value: 4.0
tw 687: 1, average value: 2.0
tw 688: 3, average value: 3.6666666666666665
tw 689: 4, average value: 4.75
tw 690: 3, average value: 4.333333333333333
tw 691: 3, average value: 3.6666666666666665
tw 692: 4, average value: 3.5
tw 693: 1, average value: 3.0
tw 694: 2, average value: 3.0
tw 695: 3, average value: 6.666666666666667
tw 696: 5, average value: 5.2
tw 697: 3, average value: 3.6666666666666665
tw 698: 6, average value: 3.8333333333333335
tw 699: 3, average value: 4.333333333333333
tw 700: 3, average value: 2.6666666666666665
tw 701: 4, average value: 2.5
tw 702: 1, average value: 16.0
tw 703: 2, average value: 4.0
tw 704: 4, average value: 6.0
tw 705: 5, average value: 4.0
tw 706: 3, average value: 3.0
tw 707: 2, average value: 2.0
tw 708: 3, average value: 4.0
tw 709: 5, average value: 4.0
tw 710: 5, average value: 3.2
tw 711: 3, average value: 3.3333333333333335
tw 712: 3, average value: 3.6666666666666665
tw 713: 3, average value: 2.6666666666666665
tw 714: 1, average value: 2.0
tw 715: 2, average value: 2.0
tw 716: 3, average value: 2.0
tw 717: 1, average value: 2.0
tw 718: 3, average value: 2.3333333333333335
tw 719: 2, average value: 2.5
tw 720: 1, average value: 2.0
tw 721: 1, average value: 3.0
tw 722: 2, average value: 3.0
tw 723: 4, average value: 3.25
tw 724: 3, average value: 3.0
tw 725: 4, average value: 4.0
tw 726: 2, average value: 2.5
tw 727: 1, average value: 2.0
tw 728: 1, average value: 4.0
tw 729: 2, average value: 2.0
tw 730: 1, average value: 6.0
tw 731: 2, average value: 3.5
tw 732: 3, average value: 3.3333333333333335
tw 733: 3, average value: 2.6666666666666665
tw 734: 3, average value: 3.3333333333333335
tw 735: 1, average value: 3.0
tw 736: 1, average value: 5.0
tw 737: 1, average value: 4.0
tw 738: 3, average value: 3.0
tw 739: 2, average value: 3.0
tw 740: 3, average value: 3.0
tw 741: 2, average value: 2.0
tw 742: 2, average value: 2.0
tw 743: 1, average value: 2.0
tw 744: 3, average value: 4.0
tw 745: 3, average value: 2.6666666666666665
tw 746: 5, average value: 4.2
tw 747: 3, average value: 2.3333333333333335
tw 748: 3, average value: 2.6666666666666665
tw 749: 2, average value: 2.5
tw 750: 2, average value: 4.0
tw 751: 4, average value: 5.0
tw 752: 2, average value: 5.5
tw 753: 3, average value: 4.666666666666667
tw 754: 4, average value: 3.0
tw 755: 2, average value: 3.5
tw 756: 4, average value: 2.0
tw 757: 3, average value: 3.0
tw 758: 0, average value: 0
tw 759: 2, average value: 4.5
tw 760: 3, average value: 4.0
tw 761: 4, average value: 2.0
tw 762: 2, average value: 4.5
tw 763: 2, average value: 2.5
tw 764: 3, average value: 4.0
tw 765: 4, average value: 2.5
tw 766: 3, average value: 3.3333333333333335
tw 767: 4, average value: 3.0
tw 768: 4, average value: 4.0
tw 769: 2, average value: 4.0
tw 770: 1, average value: 2.0
tw 771: 2, average value: 3.0
tw 772: 2, average value: 4.5
tw 773: 3, average value: 3.6666666666666665
tw 774: 2, average value: 4.0
tw 775: 4, average value: 3.25
tw 776: 6, average value: 3.0
tw 777: 2, average value: 4.0
tw 778: 2, average value: 4.5
tw 779: 3, average value: 4.0
tw 780: 3, average value: 3.0
tw 781: 3, average value: 2.6666666666666665
tw 782: 1, average value: 5.0
tw 783: 2, average value: 3.0
tw 784: 2, average value: 2.0
tw 785: 3, average value: 3.6666666666666665
tw 786: 3, average value: 4.0
tw 787: 4, average value: 3.75
tw 788: 3, average value: 3.6666666666666665
tw 789: 3, average value: 5.0
tw 790: 2, average value: 4.0
tw 791: 2, average value: 3.5
tw 792: 3, average value: 3.6666666666666665
tw 793: 5, average value: 3.4
tw 794: 5, average value: 3.0
tw 795: 3, average value: 4.666666666666667
tw 796: 4, average value: 4.5
tw 797: 3, average value: 5.333333333333333
tw 798: 2, average value: 7.5
tw 799: 3, average value: 4.0
tw 800: 4, average value: 6.5
tw 801: 3, average value: 3.6666666666666665
tw 802: 4, average value: 3.75
tw 803: 3, average value: 6.333333333333333
tw 804: 4, average value: 3.0
tw 805: 1, average value: 8.0
tw 806: 3, average value: 5.0
tw 807: 2, average value: 2.5
tw 808: 3, average value: 2.6666666666666665
tw 809: 2, average value: 4.0
tw 810: 2, average value: 2.5
tw 811: 3, average value: 2.3333333333333335
tw 812: 2, average value: 2.0
tw 813: 2, average value: 3.5
tw 814: 2, average value: 5.5
tw 815: 3, average value: 6.333333333333333
